cells,compound,exposure_time,condition,treatment,response
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.3448011427275464
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9730299948528388
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8269770439020607
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9531136833595508
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.2385808147633441
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.7232110611000158
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.351439913225309
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8867259783819246
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9663912243550762
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8734484373863992
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.2850522082476827
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.6103519626380511
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.3448011427275464
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0195013883371773
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.933197371866263
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9066422898752124
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.006223847341652
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0526952408259904
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.2850522082476827
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.9887618810105212
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.205386962274531
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9199198308707377
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8535321258931113
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9464749128617882
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.059334011323753
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0195013883371773
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.2452195852611068
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.8294313890642182
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.4974928641760863
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0394176998304652
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.787144420915485
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9132810603729751
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0460564703282278
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2452195852611068
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.7364886020955412
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2717746672521575
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9863075358483641
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9464749128617882
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8933647488796872
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7207567159378586
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0460564703282278
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.8294313890642182
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8708706462970668
SVG,Ox66,24 Hours,Hypoxia,Blank,0.736634481995712
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7249617720564638
SVG,Ox66,24 Hours,Hypoxia,Blank,0.6899436422387191
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8183434515704497
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8533615813881944
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9584159708414286
SVG,Ox66,24 Hours,Hypoxia,Blank,1.3494517538062438
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9934341006591733
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,Blank,0.6782709322994709
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7132890621172157
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9467432609021803
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0809794252035343
SVG,Ox66,24 Hours,Hypoxia,Blank,1.1977065245960168
SVG,Ox66,24 Hours,Hypoxia,Blank,2.6276134921539245
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0984884901124068
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7716526118134568
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.684107287269095
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.6957799972083433
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8008343866615774
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8008343866615774
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0109431655680456
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.6704512771355704
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1218339099909032
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9292341959933079
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7249617720564638
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7949980316919533
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9233978410236838
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1451793298693997
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.7288148268318115
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.110161200051655
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8883797112059392
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8066707416312014
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7774889667830809
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8416888714489462
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9175614860540597
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0751430702339102
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.5478878227734638
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0342885854465416
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7483071919349603
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7307981270260879
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.6665982223602227
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.882543356236315
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9759250357503009
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.6237604373785772
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.1335066199301513
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9759250357503009
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9058887761148116
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8650342913274427
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8416888714489462
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9117251310844356
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0109431655680456
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.4486697882898538
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0517976503554138
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7074527071475915
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7658162568438327
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.783325321752705
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9175614860540597
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2035428795656409
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.699633051983691
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9956526679806751
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.0565153162512235
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9087060275941772
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9521793477874262
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9956526679806751
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1869352768309704
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9608740118260759
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1869352768309704
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.0130419960579746
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9260953556714768
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9521793477874262
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.917400691632827
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9347900197101267
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9782633399033756
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9434846837487764
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.0912939724058228
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.8739273714395785
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.7956753950917305
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2217139329855695
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2391032610628692
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9782633399033756
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2391032610628692
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9260953556714768
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0304313241352743
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.734812746821182
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.7869807310530808
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.8826220354782279
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.8739273714395785
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.7956753950917305
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9521793477874262
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.8217593872076798
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.7608967389371313
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9434846837487764
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.7000340906665827
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.8043700591303803
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.647866106434684
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.7000340906665827
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9000113635555275
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.7782860670144309
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.81306472316903
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9347900197101267
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.7522020748984816
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.8826220354782279
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.917400691632827
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9087060275941772
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0652099802898733
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.7782860670144309
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9000113635555275
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9782633399033756
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.7522020748984816
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8826220354782279
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9000113635555275
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8913166995168776
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.0217366600966244
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8217593872076798
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.7261180827825322
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.1782406127923206
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.917400691632827
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.0043473320193248
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8217593872076798
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8739273714395785
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.1086833004831222
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8652327074009287
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9695686758647257
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.020911840149733
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.8117934386524043
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.7866992304727247
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.7197813419935795
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.7532402862331521
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.7699697583529385
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.6863223977540067
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.8034287025925111
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.380595490725139
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.230030241647062
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.280218658006421
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.0961944646887714
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1631123531679166
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1882065613475963
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1463828810481305
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1631123531679166
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.3387718104256732
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0460060483294125
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2634891858866346
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0627355204491988
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.071100256509092
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.3136776022459937
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0543707843893055
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.1045592007486646
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.3471365464855665
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2467597137668482
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.1212886728684508
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0961944646887714
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.1547476171080235
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.2383949777069552
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.1547476171080235
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.271853921946528
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1547476171080235
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.2133007695272757
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1129239368085577
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1129239368085577
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.071100256509092
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.2383949777069552
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1547476171080235
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1129239368085577
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1882065613475963
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1463828810481305
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1463828810481305
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.129653408928344
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1045592007486646
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.2634891858866346
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.1129239368085577
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.2634891858866346
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5608513568556093
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.3600976914181738
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6528634535144342
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.594310301095182
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.079464992568985
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.0125471040898397
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8870760631914427
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8285229107721905
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5608513568556093
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5608513568556093
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6277692453347546
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.8117934386524043
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.7616050222930453
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,1.1380181449882372
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9623586877304807
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9038055353112291
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.2477890930937587
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9126351857339529
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.337708434092731
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9289841568246752
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.10882283882262
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.2314401220030364
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.1578697520947867
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.2477890930937587
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,1.0270779833690087
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.732796503736008
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9371586423700363
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.790017902553536
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.6347026771916751
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.8881117290978695
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.8717627580071472
SVG,DEP + Ox66,48 Hours,Normoxia,Blank,0.9453331279153974
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0189034978236475
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.8881117290978695
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0352524689143698
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9044607001885918
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0679504110958142
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.10882283882262
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0597759255504533
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.174218723185509
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0025545267329252
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9126351857339529
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.855413786916425
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.9616820990061197
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0107290122782864
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0842993821865365
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,0.855413786916425
SVG,DEP + Ox66,48 Hours,Normoxia,20 ug/ml + 50 ppm,1.0025545267329252
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0352524689143698
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9616820990061197
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.986205555642203
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0189034978236475
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0189034978236475
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.272312549729842
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0761248966411754
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.337708434092731
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,1.0761248966411754
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9453331279153974
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9698565845514808
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.8635882724617862
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.8635882724617862
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9289841568246752
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.8308903302803416
SVG,DEP + Ox66,48 Hours,Normoxia,50 ug/ml + 100 ppm,0.9289841568246752
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6265281916463139
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.17693148665145186
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.41399156746692456
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.4548639951937302
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6919240760092025
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.9535076134607585
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6101792205555916
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.6428771627370362
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.3567701686493967
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.08701214565247994
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.18510597219681302
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.4385150241030079
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5856557639195082
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.732796503736008
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5284343651019803
SVG,DEP + Ox66,48 Hours,Normoxia,100 ug/ml + 200 ppm,0.5774812783741472
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0403941801841485
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0763001181256144
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0763001181256144
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.9925195962621941
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.1002374100865917
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.1002374100865917
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.9207077203792623
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.8728331364573078
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.1002374100865917
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0523628261646372
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0403941801841485
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.0044882422426828
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.9446450123402396
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,1.1481119940085462
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.9207077203792623
SVG,DEP + Ox66,48 Hours,Hypoxia,Blank,0.6095229248865579
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.02842553420366
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1122060560670803
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.088268764106103
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1600806399890349
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.2079552239109894
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.219923869891478
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.0763001181256144
SVG,DEP + Ox66,48 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1361433480280576
