assay,cells,compound,condition,exposure_time,response,treatment
MTT,SVG,Ox66,Normoxia,24 Hours,0.7291035419855767,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.657342890855928,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9156812349226626,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5425258490484901,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.1453153185375384,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5568779792744198,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7434556722115064,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6286386304040685,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.714751411759647,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7865120628892958,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6716950210818577,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6142865001781388,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.48511732814477115,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7003992815337172,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5999343699522091,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9156812349226626,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7434556722115064,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7434556722115064,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8726248442448734,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5568779792744198,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6286386304040685,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.3990045467891927,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.4707651979188414,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5425258490484901,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.41335667701512246,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.21242685385210613,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.05455342136687946,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.18372259340024666,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.3990045467891927,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8152163233411545,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6142865001781388,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7865120628892958,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7578078024374363,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6860471513077875,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8726248442448734,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5425258490484901,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.848569699608095,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7578078024374363,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6429907606299983,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5712301095003496,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.714751411759647,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8152163233411545,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9874418860523113,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5855822397262793,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0735546674078897,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0886942361705498,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.763210800682296,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8803848374580674,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.932462187136188,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9585008619752483,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8283074877799468,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8283074877799468,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8934041748775975,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.0626555613314894,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9975588742338387,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1277522484291402,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.2319069477853815,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1277522484291402,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1668102606877306,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1537909232682004,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9585008619752483,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.7501914632627666,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6590561013260555,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8543461626190071,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7762301381018262,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7501914632627666,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9454815245557181,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7762301381018262,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6590561013260555,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8803848374580674,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9064235122971277,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9715201993947784,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8022688129408865,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.841326825199477,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8022688129408865,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.841326825199477,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7241527884237062,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7762301381018262,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8152881503604166,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9064235122971277,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8022688129408865,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8543461626190071,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9194428497166578,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0756748987510196,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7892494755213564,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7241527884237062,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7501914632627666,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9715201993947784,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9194428497166578,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8934041748775975,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8934041748775975,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6850947761651158,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5939594142284048,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6330174264869952,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7371721258432364,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8283074877799468,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8283074877799468,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8673655000385372,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9715201993947784,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7241527884237062,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6590561013260555,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.841326825199477,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8673655000385372,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.6850947761651158,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8673655000385372,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.698114113584646,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8152881503604166,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7111334510041761,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.5939594142284048,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0925780844221387,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1691944301508055,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.1053474753769164,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.0415005206030274,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.0415005206030274,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.0542699115578054,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.2075026030151388,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.2202719939699167,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,1.2458107758794723,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.7222657467335833,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8116514834170272,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.7222657467335833,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8499596562813605,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.8754984381909161,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9393453929648051,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9010372201004717,Blank
MTT,SVG,Ox66,Normoxia,24 Hours,0.9265760020100273,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8371902653265828,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9648841748743607,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9521147839195829,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8499596562813605,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9521147839195829,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9393453929648051,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8627290472361384,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0159617386934718,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9393453929648051,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0031923477386941,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0925780844221387,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9904229567839163,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0287311296482498,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.079808693467361,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0287311296482498,20 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9265760020100273,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7861127015074716,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9648841748743607,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.067039302512583,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0159617386934718,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.067039302512583,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9648841748743607,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9010372201004717,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9265760020100273,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9521147839195829,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9776535658291385,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0031923477386941,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9776535658291385,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9265760020100273,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9393453929648051,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8499596562813605,50 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8371902653265828,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7733433105526938,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9904229567839163,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0287311296482498,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9904229567839163,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,1.0159617386934718,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8499596562813605,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9904229567839163,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9138066110552495,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7222657467335833,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.7988820924622494,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9776535658291385,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8882678291456939,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.9521147839195829,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8371902653265828,100 ug/ml
MTT,SVG,Ox66,Normoxia,24 Hours,0.8627290472361384,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0267418547241192,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9938288027559722,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1254810106285598,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.092567958660413,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.207763640548927,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1913071145648535,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8621765948833847,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8128070169311643,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7469809129948706,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9444592248037519,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.207763640548927,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.092567958660413,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.17485058858078,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8950896468515316,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8950896468515316,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7305243870107971,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.07226334764785991,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3520242893771084,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1583940625967066,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5001330232337694,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4178503933134021,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.48367649724969597,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.23682860748859424,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.28619818544081466,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5001330232337694,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4507634452815491,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6976113350426503,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5001330232337694,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6153287051222831,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5659591271700627,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3191112374089615,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.2203720815045208,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.48367649724969597,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.64824175709043,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9773722767718988,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6317852311063565,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8786331208674582,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7469809129948706,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5988721791382097,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5659591271700627,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4013938673293287,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.43430691929747556,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8292635429152377,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6646982830745034,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6976113350426503,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6976113350426503,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5659591271700627,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5165895492178428,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.64824175709043,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6153287051222831,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,1.092567958660413,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.48367649724969597,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7140678610267237,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5165895492178428,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5165895492178428,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3520242893771084,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5495026011859897,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5495026011859897,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8950896468515316,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5824156531541361,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5988721791382097,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3520242893771084,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5165895492178428,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5659591271700627,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7651724634777662,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.187862029217787,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.297448212928162,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1408965219133402,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0469655073044468,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0782758455074113,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9060689853911065,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.812137970782213,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7651724634777662,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1408965219133402,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0469655073044468,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.2035171983192692,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.062620676405929,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9843448308985178,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8434483089851775,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7182069561733195,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5460000960570147,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5460000960570147,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8434483089851775,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7182069561733195,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7338621252748017,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7182069561733195,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5773104342599793,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4364139123466394,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3581380668392281,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4364139123466394,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7964828016807307,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7651724634777662,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.624275941564426,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5773104342599793,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.49903458875256845,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,-0.17413768261116802,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5773104342599793,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7338621252748017,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.812137970782213,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7182069561733195,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7964828016807307,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7338621252748017,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5303449269555329,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.42075874324515716,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.49903458875256845,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7338621252748017,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.874758647188142,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0156551691014823,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8591034780866598,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.624275941564426,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5303449269555329,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3424828977377459,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,1.4696550730444666,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7808276325792485,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9217241544925887,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8277931398836953,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6712414488688727,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7964828016807307,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.3894484050421927,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4051035741436749,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4833794196510861,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5929656033614614,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7651724634777662,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6399311106659082,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6712414488688727,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.561655265158497,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.12331053031699435,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.013724346606619031,100 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8947751499230645,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1954175787143078,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.075160607197811,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1052248500769355,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9549036356813134,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.2705781859121188,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.075160607197811,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9549036356813134,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9699357571208755,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0901927286373732,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.1202569715164976,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.075160607197811,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9549036356813134,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,1.0300642428791245,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6993575712087559,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5340042353735717,Blank
MTT,SVG,Ox66,Hypoxia,24 Hours,0.4137472638570744,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5791005996922582,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6241969640109448,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5490363568131338,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.488907871054885,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6692933283296314,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.39871514241751216,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.33858665665926335,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.45884362817576063,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7294218140878803,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8647109070439402,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7594860569670048,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.639229085450507,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.5941327211318204,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.564068478252696,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.47387574961532275,20 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.6091648425713827,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.7895502998461291,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.9098072713626267,50 ug/ml
MTT,SVG,Ox66,Hypoxia,24 Hours,0.8797430284835024,50 ug/ml
