cells,compound,exposure_time,condition,treatment,response
SVG,Ox66,24 Hours,Hypoxia,Blank,1.2306674033560263
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9139025859728998
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8107698547318818
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7592034891113728
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8549695966923181
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8991693386527544
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0907015538146447
SVG,Ox66,24 Hours,Hypoxia,Blank,1.6063652100197334
SVG,Ox66,24 Hours,Hypoxia,Blank,1.157001166755299
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8402363493721727
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8107698547318818
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8107698547318818
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7886699837516638
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8476029730322454
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0244019408739904
SVG,Ox66,24 Hours,Hypoxia,Blank,1.5547988443992256
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.3485333819171896
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.134901295775081
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0170353172139177
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0023020698937724
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0759683064944994
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1791010377355173
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.311700263616826
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.878930285442424
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.3927331238776257
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0538684355142813
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9360024569531179
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8549695966923181
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0538684355142813
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1422679194351537
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.311700263616826
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.901030156422642
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.2969670162966807
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0538684355142813
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8770694676725362
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9286358332930451
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9802021989135541
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9654689515934087
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.1938342850556627
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0465018118542084
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.414832994857844
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0538684355142813
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9802021989135541
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9875688225736269
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.10543480113479
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.1791010377355173
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.385366500217553
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.8126306725017693
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.3559000055772623
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8328697257120999
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9654689515934087
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9433690806131906
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8402363493721727
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9212692096329724
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9875688225736269
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.7094979412607514
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0980681774747174
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8623362203523908
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8549695966923181
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8107698547318818
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7739367364315183
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0391351881941358
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0170353172139177
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.6431983283200973
SVG,Ox66,24 Hours,Hypoxia,Blank,1.258497126256632
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9464749128617882
SVG,Ox66,24 Hours,Hypoxia,Blank,0.641091469964707
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7937831914132476
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8136995029065355
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0726115523192783
SVG,Ox66,24 Hours,Hypoxia,Blank,1.1655543392879553
SVG,Ox66,24 Hours,Hypoxia,Blank,1.8958190940418445
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0327789293327025
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7937831914132476
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7074791749423334
SVG,Ox66,24 Hours,Hypoxia,Blank,0.5149548305072176
SVG,Ox66,24 Hours,Hypoxia,Blank,0.6809240929512828
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8535321258931113
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0858890933148035
SVG,Ox66,24 Hours,Hypoxia,Blank,1.7431273725933039
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.3448011427275464
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9730299948528388
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8269770439020607
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9531136833595508
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.2385808147633441
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.7232110611000158
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.351439913225309
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8867259783819246
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9663912243550762
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8734484373863992
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.2850522082476827
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.6103519626380511
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.3448011427275464
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0195013883371773
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.933197371866263
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9066422898752124
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.006223847341652
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0526952408259904
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.2850522082476827
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.9887618810105212
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.205386962274531
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9199198308707377
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8535321258931113
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9464749128617882
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.059334011323753
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0195013883371773
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.2452195852611068
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.8294313890642182
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.4974928641760863
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0394176998304652
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.787144420915485
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9398361423640256
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9132810603729751
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0460564703282278
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2452195852611068
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.7364886020955412
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2717746672521575
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9863075358483641
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8668096668886366
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9464749128617882
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8933647488796872
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7207567159378586
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0460564703282278
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.8294313890642182
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8708706462970668
SVG,Ox66,24 Hours,Hypoxia,Blank,0.736634481995712
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7249617720564638
SVG,Ox66,24 Hours,Hypoxia,Blank,0.6899436422387191
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8183434515704497
SVG,Ox66,24 Hours,Hypoxia,Blank,0.8533615813881944
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9584159708414286
SVG,Ox66,24 Hours,Hypoxia,Blank,1.3494517538062438
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9934341006591733
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,Blank,0.6782709322994709
SVG,Ox66,24 Hours,Hypoxia,Blank,0.7132890621172157
SVG,Ox66,24 Hours,Hypoxia,Blank,0.9467432609021803
SVG,Ox66,24 Hours,Hypoxia,Blank,1.0809794252035343
SVG,Ox66,24 Hours,Hypoxia,Blank,1.1977065245960168
SVG,Ox66,24 Hours,Hypoxia,Blank,2.6276134921539245
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0984884901124068
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7716526118134568
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.684107287269095
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.6957799972083433
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8008343866615774
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.8008343866615774
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.0109431655680456
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.6704512771355704
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1218339099909032
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9292341959933079
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7249617720564638
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.7949980316919533
SVG,Ox66,24 Hours,Hypoxia,50 ppm,0.9233978410236838
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.1451793298693997
SVG,Ox66,24 Hours,Hypoxia,50 ppm,1.7288148268318115
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.110161200051655
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8883797112059392
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8066707416312014
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7774889667830809
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.8416888714489462
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9175614860540597
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0751430702339102
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.5478878227734638
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.0342885854465416
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7483071919349603
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7307981270260879
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.6665982223602227
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.882543356236315
SVG,Ox66,24 Hours,Hypoxia,100 ppm,0.9759250357503009
SVG,Ox66,24 Hours,Hypoxia,100 ppm,1.6237604373785772
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.1335066199301513
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9759250357503009
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9058887761148116
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8650342913274427
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.8416888714489462
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9117251310844356
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0109431655680456
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.4486697882898538
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.0517976503554138
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7599799018742086
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7074527071475915
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.7658162568438327
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.783325321752705
SVG,Ox66,24 Hours,Hypoxia,200 ppm,0.9175614860540597
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.2035428795656409
SVG,Ox66,24 Hours,Hypoxia,200 ppm,1.699633051983691
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.4262337911961993
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.6757360153100682
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.969409058048119
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.784503808916754
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.045546513572799
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.0346697342121305
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.5343378836213767
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.230451762704165
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.2848356595075079
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.0346697342121305
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9585322786874512
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8280109263594282
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8823948231627711
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9041483818841083
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.099930410376142
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.306589218228845
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.7090300545735815
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.3718498943928563
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.252205321425502
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.3174659975895135
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.252205321425502
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1325607484581477
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.404480232474862
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.6220158196882335
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.5567551435242222
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.2413285420648335
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.2086982039828278
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.0890536310154735
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.078176851654805
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1651910865401534
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.230451762704165
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.535001584802885
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.8830585243442788
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.4371105705568679
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.3827266737535249
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2957124388681764
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2848356595075079
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.3500963356715192
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.4371105705568679
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.698153275212913
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.7090300545735815
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.4153570118355308
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2957124388681764
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.3174659975895135
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2848356595075079
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2957124388681764
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.3827266737535249
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.6546461577702387
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,2.013579876672302
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.71990683393425
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.6220158196882335
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.611139040327565
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.4914944673602106
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.5893854816062278
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.7090300545735815
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,2.057086994114976
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.904812083065616
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.513248026081548
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.480617687999542
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.458864129278205
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.4371105705568679
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.4697409086388735
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.6546461577702387
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.7960442894589304
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.1966257100814641
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9043732885396157
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8270123534255969
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.784034056140031
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8184166939684837
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9387559263680686
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.0676908182247666
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.3943258775950678
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.2567953262812566
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9129689479967289
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8442036723398233
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.784034056140031
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.869990650711163
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9387559263680686
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.084882137138993
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.3771345586808414
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.5060694505375394
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.145051753338785
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1278604344245586
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.0934777965961062
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1020734560532188
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1192647749674454
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.273986645195483
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.6350043423942373
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.523260769451766
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.084882137138993
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.0676908182247666
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.0247125209392005
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,0.9645429047394082
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1020734560532188
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1966257100814641
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.5834303856515581
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.6264086829371243
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2052213695385774
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1880300506243509
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1966257100814641
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2052213695385774
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.2224126884528037
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.316964942481049
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.6350043423942373
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.6264086829371243
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1794343911672378
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1880300506243509
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.145051753338785
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1794343911672378
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.1708387317101245
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.3685388992237282
SVG,DEP + Ox66,24 Hours,Hypoxia,50 ug/ml + 100 ppm,1.6607913207655771
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.8498958288220675
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.488878131623313
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.4974737910804263
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.402921537052181
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.4544954937948602
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.5146651099946526
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.5834303856515581
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.9014697855647467
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.7983218720793883
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.3857302181379545
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.2911779641097094
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.2481996668241433
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.1794343911672378
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.3685388992237282
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.488878131623313
SVG,DEP + Ox66,24 Hours,Hypoxia,100 ug/ml + 200 ppm,1.7811305531651618
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.2683693045559332
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9522533139133617
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.899567315472933
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8644433165126473
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.7941953185920757
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.9083483152130045
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.1103113092346477
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.3913033009169333
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.2771503042960046
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.899567315472933
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8732243162527187
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.82053831781229
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.7239473206715041
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,0.8820053159927902
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.0312823115740046
SVG,DEP + Ox66,24 Hours,Hypoxia,Blank,1.303493303516219
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.5669232957183623
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1805593071552187
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1981213066353615
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1366543084548622
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.1629973076750764
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.2595883048158618
SVG,DEP + Ox66,24 Hours,Hypoxia,20 ug/ml + 50 ppm,1.3298363027364333
