cells,compound,exposure_time,condition,treatment,response
SVG,DEP,48 Hours,Normoxia,Blank,1.0427944458926712
SVG,DEP,48 Hours,Normoxia,Blank,1.0350136375485492
SVG,DEP,48 Hours,Normoxia,Blank,1.1595065710545016
SVG,DEP,48 Hours,Normoxia,Blank,1.0583560625809154
SVG,DEP,48 Hours,Normoxia,Blank,0.9105207040425964
SVG,DEP,48 Hours,Normoxia,Blank,0.9727671707955728
SVG,DEP,48 Hours,Normoxia,Blank,0.9338631290749626
SVG,DEP,48 Hours,Normoxia,Blank,0.9027398956984745
SVG,DEP,48 Hours,Normoxia,Blank,1.1906298044309898
SVG,DEP,48 Hours,Normoxia,Blank,1.2606570795280883
SVG,DEP,48 Hours,Normoxia,Blank,0.9727671707955728
SVG,DEP,48 Hours,Normoxia,Blank,0.8404934289454981
SVG,DEP,48 Hours,Normoxia,Blank,1.0583560625809154
SVG,DEP,48 Hours,Normoxia,Blank,0.9805479791396949
SVG,DEP,48 Hours,Normoxia,Blank,0.832712620601376
SVG,DEP,48 Hours,Normoxia,Blank,0.8482742372896201
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9883287874838169
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9105207040425964
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9883287874838169
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9649863624514508
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8482742372896201
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9727671707955728
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9338631290749626
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9572055541073288
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.996109595827939
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.019452020860305
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.1050409126456477
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9883287874838169
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9183015123867185
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0739176792691594
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0505752542367932
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9416439374190847
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.996109595827939
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9494247457632067
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9494247457632067
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.996109595827939
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0272328292044273
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.1128217209897697
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9338631290749626
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9494247457632067
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0816984876132816
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9338631290749626
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.8871782790102303
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.996109595827939
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9494247457632067
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9338631290749626
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.7315621121277893
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.8404934289454981
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.3773692046899189
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1517257627103794
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1128217209897697
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1906298044309898
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.2061914211192337
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.2295338461515999
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0739176792691594
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0816984876132816
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1517257627103794
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1050409126456477
SVG,DEP,48 Hours,Normoxia,100 ug/ml,0.9805479791396949
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0661368709250374
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0816984876132816
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0972601043015255
SVG,DEP,48 Hours,Normoxia,100 ug/ml,0.8793974706661083
SVG,DEP,48 Hours,Normoxia,100 ug/ml,0.8093701955690098
SVG,DEP,48 Hours,Normoxia,Blank,1.101402856215555
SVG,DEP,48 Hours,Normoxia,Blank,1.0252316966170163
SVG,DEP,48 Hours,Normoxia,Blank,1.0023803487374547
SVG,DEP,48 Hours,Normoxia,Blank,1.0023803487374547
SVG,DEP,48 Hours,Normoxia,Blank,0.9947632327776008
SVG,DEP,48 Hours,Normoxia,Blank,1.0176145806571626
SVG,DEP,48 Hours,Normoxia,Blank,0.9414434210586236
SVG,DEP,48 Hours,Normoxia,Blank,0.9338263050987697
SVG,DEP,48 Hours,Normoxia,Blank,1.1242542040951164
SVG,DEP,48 Hours,Normoxia,Blank,1.0404659285367241
SVG,DEP,48 Hours,Normoxia,Blank,1.093785740255701
SVG,DEP,48 Hours,Normoxia,Blank,1.0328488125768702
SVG,DEP,48 Hours,Normoxia,Blank,1.0023803487374547
SVG,DEP,48 Hours,Normoxia,Blank,0.9566776529783314
SVG,DEP,48 Hours,Normoxia,Blank,0.9109749572192081
SVG,DEP,48 Hours,Normoxia,Blank,0.8195695657009614
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.1775740158140937
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0404659285367241
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0328488125768702
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.093785740255701
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.048083044496578
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9566776529783314
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9719118848980391
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0099974646973087
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.048083044496578
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0252316966170163
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8957407252995002
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9262091891389158
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9262091891389158
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8957407252995002
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8500380295403769
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8195695657009614
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.4517901903688337
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.3299163350111716
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.2461280594527788
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0252316966170163
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.093785740255701
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9414434210586236
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9109749572192081
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9414434210586236
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.1166370881352625
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.1090199721754088
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9338263050987697
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.8881236093396464
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0252316966170163
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.048083044496578
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.8348037976206691
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.063317276416286
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1928082477338016
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1166370881352625
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1090199721754088
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1547226679345322
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1471055519746782
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1394884360148243
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.048083044496578
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1623397838943859
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1928082477338016
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1394884360148243
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.055700160456432
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.2080424796535092
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1699568998542398
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1775740158140937
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1623397838943859
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0709343923761396
SVG,DEP,48 Hours,Normoxia,Blank,1.2357987109896726
SVG,DEP,48 Hours,Normoxia,Blank,1.0501304346198514
SVG,DEP,48 Hours,Normoxia,Blank,1.0352769725102657
SVG,DEP,48 Hours,Normoxia,Blank,0.9238760066883736
SVG,DEP,48 Hours,Normoxia,Blank,0.9238760066883736
SVG,DEP,48 Hours,Normoxia,Blank,0.8793156203596164
SVG,DEP,48 Hours,Normoxia,Blank,0.9238760066883736
SVG,DEP,48 Hours,Normoxia,Blank,0.9164492756335807
SVG,DEP,48 Hours,Normoxia,Blank,1.0946908209486086
SVG,DEP,48 Hours,Normoxia,Blank,1.0649838967294372
SVG,DEP,48 Hours,Normoxia,Blank,1.0352769725102657
SVG,DEP,48 Hours,Normoxia,Blank,0.946156199852752
SVG,DEP,48 Hours,Normoxia,Blank,1.02042351040068
SVG,DEP,48 Hours,Normoxia,Blank,1.0649838967294372
SVG,DEP,48 Hours,Normoxia,Blank,0.9758631240719234
SVG,DEP,48 Hours,Normoxia,Blank,0.9090225445787878
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9758631240719234
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8421819650856521
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8644621582500307
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9610096619623377
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9313027377431664
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0278502414554729
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.7901948477021022
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9313027377431664
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.1466779383321586
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0055700482910945
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9090225445787878
SVG,DEP,48 Hours,Normoxia,20 ug/ml,1.0501304346198514
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8421819650856521
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9758631240719234
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.8867423514144093
SVG,DEP,48 Hours,Normoxia,20 ug/ml,0.9164492756335807
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.2357987109896726
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0946908209486086
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.07241062778423
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0798373588390229
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9758631240719234
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0055700482910945
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9164492756335807
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.7901948477021022
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9907165861815092
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9535829309075449
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9313027377431664
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.9238760066883736
SVG,DEP,48 Hours,Normoxia,50 ug/ml,1.0278502414554729
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.946156199852752
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.8570354271952378
SVG,DEP,48 Hours,Normoxia,50 ug/ml,0.946156199852752
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.362053138921151
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.220945248880087
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1615314004417443
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0946908209486086
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0872640898938157
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.213518517825294
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0427037035650586
SVG,DEP,48 Hours,Normoxia,100 ug/ml,0.9981433172363016
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.362053138921151
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.2877858283732226
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1838115936061229
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1541046693869514
SVG,DEP,48 Hours,Normoxia,100 ug/ml,0.9535829309075449
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.1095442830581943
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0501304346198514
SVG,DEP,48 Hours,Normoxia,100 ug/ml,1.0055700482910945
SVG,DEP,48 Hours,Hypoxia,Blank,0.7455587124856033
SVG,DEP,48 Hours,Hypoxia,Blank,1.281472001661423
SVG,DEP,48 Hours,Hypoxia,Blank,1.168648151308619
SVG,DEP,48 Hours,Hypoxia,Blank,1.1592461637792189
SVG,DEP,48 Hours,Hypoxia,Blank,1.1592461637792189
SVG,DEP,48 Hours,Hypoxia,Blank,1.084030263544016
SVG,DEP,48 Hours,Hypoxia,Blank,0.8677845503678079
SVG,DEP,48 Hours,Hypoxia,Blank,0.8677845503678079
SVG,DEP,48 Hours,Hypoxia,Blank,0.9335984630736104
SVG,DEP,48 Hours,Hypoxia,Blank,0.952402438132411
SVG,DEP,48 Hours,Hypoxia,Blank,1.1592461637792189
SVG,DEP,48 Hours,Hypoxia,Blank,1.0182163508382136
SVG,DEP,48 Hours,Hypoxia,Blank,1.0370203258970143
SVG,DEP,48 Hours,Hypoxia,Blank,0.9430004506030107
SVG,DEP,48 Hours,Hypoxia,Blank,0.8489805753090072
SVG,DEP,48 Hours,Hypoxia,Blank,0.7737646750738043
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7549607000150036
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7643626875444041
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0934322510734162
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9053925004854093
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0934322510734162
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0464223134264146
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7549607000150036
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7267547374268026
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8207746127208061
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9806084007206121
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.2250600764850212
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.112236226132217
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.1498441762498184
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7737646750738043
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7643626875444041
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8583825628384075
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.7831666626032047
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9806084007206121
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8019706376620054
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1874521263674198
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.084030263544016
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.895990512956009
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.7361567249562029
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.92419647554421
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9053925004854093
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.4319038021318284
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.309677964249624
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1968541138968203
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.6105415651904353
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1404421887204181
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8301766002502065
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8865885254266086
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0652262884852153
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0934322510734162
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.3002759767202234
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2626680266026227
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.5635316275434334
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.281472001661423
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0370203258970143
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0558243009558148
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,0.9900103882500124
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,0.895990512956009
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0464223134264146
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,0.952402438132411
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1968541138968203
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0276183383676138
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0370203258970143
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,0.92419647554421
SVG,DEP,48 Hours,Hypoxia,Blank,0.8708881640772215
SVG,DEP,48 Hours,Hypoxia,Blank,0.9174149517971416
SVG,DEP,48 Hours,Hypoxia,Blank,1.02907924232495
SVG,DEP,48 Hours,Hypoxia,Blank,0.9267203093411257
SVG,DEP,48 Hours,Hypoxia,Blank,1.0942167451328382
SVG,DEP,48 Hours,Hypoxia,Blank,0.9639417395170617
SVG,DEP,48 Hours,Hypoxia,Blank,1.0942167451328382
SVG,DEP,48 Hours,Hypoxia,Blank,1.1407435328527582
SVG,DEP,48 Hours,Hypoxia,Blank,1.0663006725008861
SVG,DEP,48 Hours,Hypoxia,Blank,0.9825524546050298
SVG,DEP,48 Hours,Hypoxia,Blank,1.1314381753087743
SVG,DEP,48 Hours,Hypoxia,Blank,1.0663006725008861
SVG,DEP,48 Hours,Hypoxia,Blank,1.084911387588854
SVG,DEP,48 Hours,Hypoxia,Blank,0.8615828065332375
SVG,DEP,48 Hours,Hypoxia,Blank,0.9081095942531576
SVG,DEP,48 Hours,Hypoxia,Blank,0.8615828065332375
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7592238735494132
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8522774489892535
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0663006725008861
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9360256668851097
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0942167451328382
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9546363819730778
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.02907924232495
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.056995314956902
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.4614524321419249
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.6475595830216054
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.6382542254776213
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8057506612693334
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8615828065332375
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8336667339012854
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7685292310933972
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.6661702981095734
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.084911387588854
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9174149517971416
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.02907924232495
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.02907924232495
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1221328177647902
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.2524078233805667
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.2244917507486144
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.271018538468534
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9267203093411257
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9825524546050298
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.084911387588854
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.056995314956902
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.3268506837324383
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1686596054847103
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9825524546050298
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.26171318092455
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,0.9360256668851097
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.3082399686444701
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1128274602208061
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0663006725008861
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1872703205726785
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1407435328527582
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1314381753087743
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.056995314956902
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.4105989016282945
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2151863932046305
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2989346111004862
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2989346111004862
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.3733774714523583
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1593542479407264
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1500488903967423
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2244917507486144
SVG,DEP,48 Hours,Hypoxia,Blank,0.9142410416586775
SVG,DEP,48 Hours,Hypoxia,Blank,0.9238364495849792
SVG,DEP,48 Hours,Hypoxia,Blank,0.9622180812901864
SVG,DEP,48 Hours,Hypoxia,Blank,0.9910043050690918
SVG,DEP,48 Hours,Hypoxia,Blank,1.2404849111529381
SVG,DEP,48 Hours,Hypoxia,Blank,0.9526226733638846
SVG,DEP,48 Hours,Hypoxia,Blank,0.8086915544693578
SVG,DEP,48 Hours,Hypoxia,Blank,0.933431857511281
SVG,DEP,48 Hours,Hypoxia,Blank,1.0773629764058077
SVG,DEP,48 Hours,Hypoxia,Blank,1.0389813447006007
SVG,DEP,48 Hours,Hypoxia,Blank,1.288461950784447
SVG,DEP,48 Hours,Hypoxia,Blank,1.0293859367742988
SVG,DEP,48 Hours,Hypoxia,Blank,1.1349354239636185
SVG,DEP,48 Hours,Hypoxia,Blank,1.0005997129953936
SVG,DEP,48 Hours,Hypoxia,Blank,0.8758594099534703
SVG,DEP,48 Hours,Hypoxia,Blank,0.8278823703219614
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7223328831326423
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.7895007386167543
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.98140889714279
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8662640020271686
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.2212940953003346
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9238364495849792
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9238364495849792
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.8182869623956597
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.1925078715214292
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.2116986873740327
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.154126239816222
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0581721605532042
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.4515838855315768
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,1.0965537922584114
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.9622180812901864
SVG,DEP,48 Hours,Hypoxia,20 ug/ml,0.933431857511281
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9238364495849792
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.933431857511281
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1829124635951274
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.0197905288479971
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.0581721605532042
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.9910043050690918
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8470731861745651
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8662640020271686
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.0965537922584114
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.1925078715214292
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.0965537922584114
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.8374777782482632
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,1.0485767526269025
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.6839512514274353
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.7319282910589436
SVG,DEP,48 Hours,Hypoxia,50 ug/ml,0.7607145148378489
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0389813447006007
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1637216477425238
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2596757270055416
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2116986873740327
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.6626828599102161
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1253400160373168
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2021032794477309
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1349354239636185
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1637216477425238
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1637216477425238
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.3460343983422571
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.2212940953003346
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.4707747013841803
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.1733170556688257
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.0581721605532042
SVG,DEP,48 Hours,Hypoxia,100 ug/ml,1.3076527666370505
